variable,units,mean,CV,type,min.age,max.age,gender,pucid
mass,g,500,1,Lognormal,0,99,B,LY.0700.050
use.freq,1/year,16,1,lognormal,0,99,B,LY.0700.050
duration,minutes,10,1,Lognormal,0,99,B,LY.0700.050
use.prev,[-],0,1,point,0,12,B,LY.0700.050
use.prev,[-],0.05,1,point,13,99,M,LY.0700.050
use.prev,[-],0.05,1,point,13,99,W,LY.0700.050
f.contact,[-],0.001,0,Point,0,99,B,LY.0700.050
house.prev,[-],0.05,1,point,0,99,B,LY.0700.050
f.residual,[-],1,0,point,0,99,B,PC.1100.050
volume,m^3,24,0,Point,0,99,B,PC.1100.050
f.drain,[-],1,0,Uniform,0,99,B,PC.1100.050
mass,g,1,1,Lognormal,0,99,B,PC.1100.050
use.freq,1/year,290,1,lognormal,0,99,B,PC.1100.050
duration,minutes,5,1,Lognormal,0,99,B,PC.1100.050
use.prev,[-],0,1,point,0,12,B,PC.1100.050
use.prev,[-],0.01,1,point,13,99,M,PC.1100.050
use.prev,[-],0.8,1,point,13,99,W,PC.1100.050
f.contact,[-],1,0,Point,0,99,B,PC.1100.050
house.prev,[-],0.8,1,point,0,99,B,PC.1100.050
f.residual,[-],0.01,0,point,0,99,B,SE.0300.020
volume,m^3,24,0,Point,0,99,B,SE.0300.020
f.drain,[-],0.05,0.577350269189626,Uniform,0,99,B,SE.0300.020
mass,g,100,1,Lognormal,0,99,B,SE.0300.020
use.freq,1/year,17,1,lognormal,0,99,B,SE.0300.020
duration,minutes,30,1,Lognormal,0,99,B,SE.0300.020
use.prev,[-],0.01,1,point,0,12,B,SE.0300.020
use.prev,[-],0.28,1,point,13,99,M,SE.0300.020
use.prev,[-],0.28,1,point,13,99,W,SE.0300.020
f.contact,[-],0.005,0,Point,0,99,B,SE.0300.020
house.prev,[-],0.28,1,point,0,99,B,SE.0300.020
f.residual,[-],0.01,0,point,0,99,B,SE.0400.020
f.aerosol,[-],0.75,0.192450089729875,Uniform,0,99,B,SE.0400.020
volume,m^3,24,0,Point,0,99,B,SE.0400.020
f.drain,[-],0.05,0.577350269189626,Uniform,0,99,B,SE.0400.020
mass,g,30,1,Lognormal,0,99,B,SE.0400.020
use.freq,1/year,10.5,1,lognormal,0,99,B,SE.0400.020
duration,minutes,9,1,Lognormal,0,99,B,SE.0400.020
use.prev,[-],0,1,point,0,12,B,SE.0400.020
use.prev,[-],0.27,1,point,13,99,M,SE.0400.020
use.prev,[-],0.27,1,point,13,99,W,SE.0400.020
f.contact,[-],0.01,0,Point,0,99,B,SE.0400.020
house.prev,[-],0.27,1,point,0,99,B,SE.0400.020
f.contact,[-],0.017,0,Point,0,99,B,SE.0400.020
f.residual,[-],0.01,0,point,0,99,B,SE.0800.030
volume,m^3,24,0,Point,0,99,B,SE.0800.030
f.drain,[-],0.15,0.577350269189626,Uniform,0,99,B,SE.0800.030
mass,g,5,1,Lognormal,0,99,B,SE.0800.030
use.freq,1/year,12,1,lognormal,0,99,B,SE.0800.030
duration,minutes,20,1,Lognormal,0,99,B,SE.0800.030
use.prev,[-],0,1,point,0,12,B,SE.0800.030
use.prev,[-],0.02,1,point,13,99,M,SE.0800.030
use.prev,[-],0.2,1,point,13,99,W,SE.0800.030
f.contact,[-],1,0,Point,0,99,B,SE.0800.030
house.prev,[-],0.2,1,point,0,99,B,SE.0800.030
f.residual,[-],0.02,0,point,0,99,B,VE.0200.010
f.aerosol,[-],0.75,0.192450089729875,Uniform,0,99,B,VE.0200.010
volume,m^3,24,0,Point,0,99,B,VE.0200.010
f.drain,[-],0.05,0.577350269189626,Uniform,0,99,B,VE.0200.010
mass,g,1730,1,Lognormal,0,99,B,VE.0200.010
use.freq,1/year,2,1,lognormal,0,99,B,VE.0200.010
duration,minutes,120,1,Lognormal,0,99,B,VE.0200.010
use.prev,[-],0,1,point,0,12,B,VE.0200.010
use.prev,[-],0.43,1,point,13,99,M,VE.0200.010
use.prev,[-],0.43,1,point,13,99,W,VE.0200.010
f.contact,[-],0.01,0,Point,0,99,B,VE.0200.010
house.prev,[-],0.43,1,point,0,99,B,VE.0200.010
f.contact,[-],0.00029,0,Point,0,99,B,VE.0200.010
f.residual,[-],0.01,0,point,0,99,B,VE.0200.030
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,VE.0200.030
volume,m^3,480,0,Point,0,99,B,VE.0200.030
mass,g,90,1,Lognormal,0,99,B,VE.0200.030
use.freq,1/year,12,1,lognormal,0,99,B,VE.0200.030
duration,minutes,25,1,Lognormal,0,99,B,VE.0200.030
use.prev,[-],0,1,point,0,12,B,VE.0200.030
use.prev,[-],0.16,1,point,13,99,M,VE.0200.030
use.prev,[-],0.16,1,point,13,99,W,VE.0200.030
f.contact,[-],0.01,0,Point,0,99,B,VE.0200.030
house.prev,[-],0.16,1,point,0,99,B,VE.0200.030
f.residual,[-],0.01,0,point,0,99,B,VE.0400.030
f.aerosol,[-],0.55,0.47237749297333,Uniform,0,99,B,VE.0400.030
volume,m^3,480,0,Point,0,99,B,VE.0400.030
mass,g,150,1,Lognormal,0,99,B,VE.0400.030
use.freq,1/year,12,1,lognormal,0,99,B,VE.0400.030
duration,minutes,30,1,Lognormal,0,99,B,VE.0400.030
use.prev,[-],0,1,point,0,12,B,VE.0400.030
use.prev,[-],0.41,1,point,13,99,M,VE.0400.030
use.prev,[-],0.26,1,point,13,99,W,VE.0400.030
f.contact,[-],0.01,0,Point,0,99,B,VE.0400.030
house.prev,[-],0.41,1,point,0,99,B,VE.0400.030
f.residual,[-],0.01,0,point,0,99,B,VE.0400.050
volume,m^3,480,0,Point,0,99,B,VE.0400.050
mass,g,150,1,Lognormal,0,99,B,VE.0400.050
use.freq,1/year,12,1,lognormal,0,99,B,VE.0400.050
duration,minutes,30,1,Lognormal,0,99,B,VE.0400.050
use.prev,[-],0,1,point,0,12,B,VE.0400.050
use.prev,[-],0.41,1,point,13,99,M,VE.0400.050
use.prev,[-],0.26,1,point,13,99,W,VE.0400.050
f.contact,[-],0.01,0,Point,0,99,B,VE.0400.050
house.prev,[-],0.41,1,point,0,99,B,VE.0400.050
